year,country,event,gender,name,time
2015,Kenya,marathon,male,Mark Kiptoo (Kenya),2:06:00
2015,Kenya,marathon,male,Wilson Loyanai (Kenya),2:06:11
2015,Kenya,marathon,male,John Mwangangi (Kenya),2:06:13
2015,Kenya,marathon,male,Bernard Kipyego (Kenya),2:06:19
2015,Kenya,marathon,male,Moses Mosop (Kenya),2:06:19
2015,Kenya,marathon,male,Mathew Kisorio (Kenya),2:06:33
2015,Kenya,marathon,male,Dickson Chumba (Kenya),2:06:34
2015,Kenya,marathon,male,Lani Rutto (Kenya),2:06:34
2015,Kenya,marathon,male,Stanley Biwott (Kenya),2:06:41
2015,Kenya,marathon,male,Alfers Lagat (Kenya),2:06:48
2015,Kenya,marathon,male,Felix Kiprotich (Kenya),2:06:59
2015,Kenya,marathon,male,Felix Kandie (Kenya),2:07:07
2015,Kenya,marathon,male,Samuel Kosgei (Kenya),2:07:07
2015,Kenya,marathon,male,Paul Lonyangata (Kenya),2:07:14
2015,Kenya,marathon,male,Lucas Rotich (Kenya),2:07:17
2015,Kenya,marathon,male,Ezekiel Chebii (Kenya),2:07:18
2015,Kenya,marathon,male,Luka Kanda (Kenya),2:07:20
2015,Kenya,marathon,male,Peter Some (Kenya),2:07:22
2015,Latvia,marathon,female,Je?ena Prokop?uka (Latvia),2:24:07
2015,Mexico,10000m,female,Brenda Flores (Mexico),31:45.2
2015,Morocco,1500m,female,Rabab Arrafi (Morocco),04:02.9
2015,Morocco,1500m,female,Malika Akkaoui (Morocco),04:04.5
2015,Morocco,1500m,female,Siham Hilali (Morocco),04:04.7
2015,Morocco,1500m,male,Abdelaati Iguider (Morocco),03:28.8
2015,Morocco,1500m,male,Sadik Mikhou (Morocco),03:33.5
2015,Morocco,1500m,male,Yassine Bensghir (Morocco),03:34.3
2015,Morocco,1500m,male,Fouad El Kaam (Morocco),03:34.5
2015,Morocco,3000m Steeplechase,female,Salima Alami (Morocco),09:20.6
2015,Morocco,3000m Steeplechase,female,Fadwa Sidi Madane (Morocco),09:27.9
2015,Morocco,3000m Steeplechase,female,Hanane Ouhaddou (Morocco),09:30.9
2015,Morocco,3000m Steeplechase,male,Hicham Sigueni (Morocco),08:16.5
2015,Morocco,3000m Steeplechase,male,Brahim Taleb (Morocco),08:16.6
2015,Morocco,3000m Steeplechase,male,Hamid Ezzine (Morocco),08:18.8
2015,Morocco,5000m,male,Abdelaati Iguider (Morocco),12:59.2
2015,Morocco,5000m,male,Othmane El Goumri (Morocco),13:13.9
2015,Morocco,800m,female,Rabab Arrafi (Morocco),01:58.5
2015,Morocco,800m,female,Malika Akkaoui (Morocco),01:59.0
2015,Morocco,800m,male,Nader Belhanbel (Morocco),01:44.6
2015,Morocco,800m,male,Amine El Manaoui (Morocco),01:45.2
2015,New Zealand,1500m,female,Nikki Hamblin (New Zealand),04:05.0
2015,New Zealand,1500m,male,Nick Willis (New Zealand),03:29.7
2015,New Zealand,800m,female,Angie Petty (New Zealand),01:59.0
2015,Norway,1500m,male,Henrik Ingebrigtsen (Norway),03:32.8
2015,Norway,5000m,female,Karoline Bjerkeli Grøvdal (Norway),15:15.2
2015,Norway,5000m,male,Sindre Buraas (Norway),13:12.0
2015,Peru,10000m,female,Inés Melchor (Peru),31:56.6
2015,Poland,1500m,female,Angelika Cichocka (Poland),04:03.1
2015,Poland,1500m,female,Sofia Ennaoui (Poland),04:04.3
2015,Poland,1500m,female,Renata Pli? (Poland),04:04.7
2015,Poland,3000m Steeplechase,male,Krystian Zalewski (Poland),08:21.2
2015,Poland,800m,female,Joanna Jó?wik (Poland),01:58.4
2015,Poland,800m,female,Angelika Cichocka (Poland),01:59.6
2015,Poland,800m,female,Sofia Ennaoui (Poland),02:00.1
2015,Poland,800m,male,Adam Kszczot (Poland),01:43.5
2015,Poland,800m,male,Marcin Lewandowski (Poland),01:43.7
2015,Poland,800m,male,Artur Kuciapski (Poland),01:45.2
2015,Portugal,10000m,female,Sara Moreira (Portugal),31:12.9
2015,Portugal,10000m,female,Dulce Félix (Portugal),31:34.2
2015,Qatar,800m,male,Abdulrahman Musaeb Balla (Qatar),01:43.8
2015,Russia,1500m,female,Anna Shchagina (Russia),04:01.5
2015,Russia,1500m,female,Tatyana Tomashova (Russia),04:04.5
2015,Russia,3000m Steeplechase,female,Yekaterina Sokolenko (Russia),09:25.8
2015,Russia,3000m Steeplechase,female,Natalya Aristarkhova (Russia),09:35.1
2015,Russia,3000m Steeplechase,female,Natalya Vlasova (Russia),09:36.0
2015,Russia,3000m Steeplechase,female,Lyudmila Lebedeva (Russia),09:36.6
2015,Russia,3000m Steeplechase,male,Ilgizar Safiulin (Russia),08:18.5
2015,Russia,3000m Steeplechase,male,Nikolay Chavkin (Russia),08:23.0
2015,Russia,800m,female,Yekaterina Sharmina (Russia),02:00.1
2015,Russia,marathon,female,Sardana Trofimova (Russia),2:24:38
2015,Serbia,1500m,female,Amela Terzi? (Serbia),04:04.8
2015,Serbia,800m,female,Amela Terzi? (Serbia),01:59.9
2015,Slovakia,800m,female,Lucia Klocová (Slovakia),01:59.1
2015,Slovenia,3000m Steeplechase,female,Maruša Mišmaš (Slovenia),09:35.1
2015,South Africa,5000m,male,Stephen Mokoka (South Africa),13:11.4
2015,South Africa,800m,female,Caster Semenya (South Africa),01:59.6
2015,Spain,3000m Steeplechase,male,Roberto Alaiz (Spain),08:19.9
2015,Spain,3000m Steeplechase,male,Fernando Carro (Spain),08:21.8
2015,Spain,3000m Steeplechase,male,Sebastián Martos (Spain),08:22.4
2015,Spain,3000m Steeplechase,male,Victor García (Spain),08:22.5
2015,Spain,5000m,male,Ilias Fifa (Spain),13:05.6
2015,Spain,800m,male,Kevin López (Spain),01:45.3
2015,Sweden,1500m,female,Abeba Aregawi (Sweden),04:02.0
2015,Sweden,800m,female,Abeba Aregawi (Sweden),02:00.0
2015,Switzerland,800m,female,Selina Büchel (Switzerland),01:58.0
2015,Tunisia,3000m Steeplechase,female,Habiba Ghribi (Tunisia),09:05.4
2015,Tunisia,3000m Steeplechase,male,Amor Benyahia (Tunisia),08:19.3
2015,Turkey,10000m,male,Ali Kaya (Turkey),27:24.1
2015,Turkey,1500m,male,?lham Tanui Özbilen (Turkey),03:32.7
2015,Turkey,3000m Steeplechase,female,Özlem Kaya (Turkey),09:30.2
2015,Turkey,3000m Steeplechase,female,Tu?ba Güvenç (Turkey),09:33.3
2015,Turkey,3000m Steeplechase,male,Tarik Langat Akdag (Turkey),08:21.6
2015,Turkey,3000m Steeplechase,male,Halil Akkas (Turkey),08:22.5
2015,Turkey,5000m,male,Ali Kaya (Turkey),13:00.3
2015,Turkey,marathon,female,Sultan Haydar (Turkey),2:24:44
2015,Uganda,10000m,male,Joshua Cheptegei (Uganda),27:27.6
2015,Uganda,10000m,male,Timothy Toroitich (Uganda),27:39.7
2015,Uganda,1500m,male,Ronald Musagala (Uganda),03:35.0
2015,Uganda,5000m,male,Phillip Kipyeko (Uganda),13:10.7
2015,Uganda,marathon,male,Stephen Kiprotich (Uganda),2:06:33
2015,Ukraine,1500m,female,Anna Mishchenko (Ukraine),04:01.9
2015,Ukraine,800m,female,Nataliya Lupu (Ukraine),01:58.6
2015,Ukraine,800m,female,Olha Lyakhova (Ukraine),01:58.6
2015,United Arab Emirates,10000m,female,Alia Saeed (United Arab Emirates),31:52.3
2015,United Kingdom,10000m,female,Kate Avery (United Kingdom),31:41.4
2015,United Kingdom,10000m,male,Mo Farah (United Kingdom),26:51.0
2015,United Kingdom,10000m,male,Andy Vernon (United Kingdom),27:42.6
2015,United Kingdom,1500m,female,Laura Muir (United Kingdom),03:58.7
2015,United Kingdom,1500m,female,Laura Weightman (United Kingdom),04:04.7
2015,United Kingdom,1500m,male,Mo Farah (United Kingdom),03:28.9
2015,United Kingdom,1500m,male,Chris O’Hare (United Kingdom),03:34.8
2015,United Kingdom,1500m,male,Charlie Grice (United Kingdom),03:35.3
2015,United Kingdom,5000m,female,Steph Twell (United Kingdom),15:13.8
2015,United Kingdom,5000m,male,Thomas Farrell (United Kingdom),13:10.5
2015,United Kingdom,5000m,male,Mo Farah (United Kingdom),13:11.8
2015,United Kingdom,800m,female,Lynsey Sharp (United Kingdom),01:57.7
2015,United Kingdom,800m,female,Shelayna Oskan-Clarke (United Kingdom),01:58.9
2015,United Kingdom,800m,female,Jenny Meadows (United Kingdom),01:59.2
2015,United States Of America,10000m,female,Shalane Flanagan (US),31:09.0
2015,United States Of America,10000m,female,Emily Sisson (US),31:38.0
2015,United States Of America,10000m,female,Emily Infeld (US),31:38.7
2015,United States Of America,10000m,female,Molly Huddle (US),31:39.2
2015,United States Of America,10000m,female,Alisha Williams (US),31:50.0
2015,United States Of America,10000m,female,Mattie Suver (US),31:54.4
2015,United States Of America,10000m,male,Galen Rupp (US),27:08.9
2015,United States Of America,10000m,male,Diego Estrada (US),27:30.5
2015,United States Of America,10000m,male,Hassan Mead (US),27:33.0
2015,United States Of America,1500m,female,Shannon Rowbury (US),03:56.3
2015,United States Of America,1500m,female,Jenny Simpson (US),03:57.3
2015,United States Of America,1500m,female,Sarah Brown (US),04:03.2
2015,United States Of America,1500m,female,Alexa Efraimson (US),04:03.4
2015,United States Of America,1500m,female,Kerri Gallagher (US),04:03.6
2015,United States Of America,1500m,female,Katie Mackey (US),04:03.8
2015,United States Of America,1500m,female,Lauren Johnson (US),04:04.2
2015,United States Of America,1500m,female,Gabe Grunewald (US),04:04.3
2015,United States Of America,1500m,female,Treniere Moser (US),04:04.3
2015,United States Of America,1500m,female,Heather Kampf (US),04:04.5
2015,United States Of America,1500m,female,Emma Coburn (US),04:05.1
2015,United States Of America,1500m,male,Matthew Centrowitz (US),03:30.4
2015,United States Of America,1500m,male,Evan Jager (US),03:33.0
2015,United States Of America,1500m,male,Garrett Heath (US),03:34.1
2015,United States Of America,1500m,male,Kyle Merber (US),03:34.5
2015,United States Of America,1500m,male,Ben Blankenship (US),03:35.3
2015,United States Of America,1500m,male,Cory Leslie (US),03:35.4
2015,United States Of America,3000m Steeplechase,female,Emma Coburn (US),09:15.6
2015,United States Of America,3000m Steeplechase,female,Stephanie Garcia (US),09:23.5
2015,United States Of America,3000m Steeplechase,female,Colleen Quigley (US),09:24.9
2015,United States Of America,3000m Steeplechase,female,Leah O’Connor (US),09:31.0
2015,United States Of America,3000m Steeplechase,female,Ashley Higginson (US),09:31.3
2015,United States Of America,3000m Steeplechase,female,Courtney Frerichs (US),09:31.4
2015,United States Of America,3000m Steeplechase,male,Evan Jager (US),08:00.5
2015,United States Of America,3000m Steeplechase,male,Donn Cabral (US),08:13.4
2015,United States Of America,3000m Steeplechase,male,Dan Huling (US),08:14.1
2015,United States Of America,3000m Steeplechase,male,Andy Bayer (US),08:18.1
2015,United States Of America,3000m Steeplechase,male,Stanley Kebenei (US),08:23.9
2015,United States Of America,5000m,female,*Molly Huddle (US),14:57.2
2015,United States Of America,5000m,female,Abbey D’Agostino (US),15:03.8
2015,United States Of America,5000m,female,Nicole Tully (US),15:05.6
2015,United States Of America,5000m,female,Marielle Hall (US),15:06.5
2015,United States Of America,5000m,female,Emily Infeld (US),15:07.2
2015,United States Of America,5000m,female,Shalane Flanagan (US),15:10.0
2015,United States Of America,5000m,female,Emily Sisson (US),15:12.22i
2015,United States Of America,5000m,male,Ben True (US),13:05.5
2015,United States Of America,5000m,male,Ryan Hill (US),13:05.7
2015,United States Of America,5000m,male,Eric Jenkins (US),13:07.3
2015,United States Of America,5000m,male,Galen Rupp (US),13:08.4
2015,United States Of America,5000m,male,Hassan Mead (US),13:10.4
2015,United States Of America,800m,female,Ajee’ Wilson (US),01:57.9
2015,United States Of America,800m,female,Molly Ludlow (US),01:58.7
2015,United States Of America,800m,female,Brenda Martinez (US),01:59.0
2015,United States Of America,800m,female,Chanelle Price (US),01:59.1
2015,United States Of America,800m,female,Alysia Montaño (US),01:59.2
2015,United States Of America,800m,female,Raevyn Rogers (US),01:59.7
2015,United States Of America,800m,female,Shannon Rowbury (US),02:00.0
2015,United States Of America,800m,female,Maggie Vessey (US),02:00.1
2015,United States Of America,800m,male,Boris Berian (US),01:43.3
2015,United States Of America,800m,male,Nick Symmonds (US),01:44.5
2015,United States Of America,800m,male,Matthew Centrowitz (US),01:44.6
2015,United States Of America,800m,male,Erik Sowinski (US),01:44.8
2015,United States Of America,800m,male,Casimir Loxsom (US),01:44.9
2015,United States Of America,800m,male,Leo Manzano (US),01:45.2
2016,Albania,3000m Steeplechase,female,Luiza Gega (Alb),09:28.5
2016,Algeria,1500m,male,Taoufik Makhloufi (Alg),03:31.3
2016,Algeria,3000m Steeplechase,male,Bilal Tabti (Alg),08:20.3
2016,Algeria,800m,male,Taoufik Makhloufi (Alg),01:42.6
2016,Algeria,800m,male,Yassine Hathat (Alg),01:44.8
2016,Algeria,800m,male,Amine Belferrar (Alg),01:45.0
2016,Australia,10000m,female,Eloise Wellings (Aus),31:14.9
2016,Australia,1500m,female,Linden Hall,04:01.8
2016,Australia,1500m,female,Zoe Buckman,04:03.2
2016,Australia,1500m,female,Jenny Blundell,04:04.6
2016,Australia,1500m,male,Ryan Gregson (Aus),03:32.1
2016,Australia,3000m Steeplechase,female,Genevieve LaCaze,09:14.3
2016,Australia,3000m Steeplechase,female,Madeline Hills,09:20.4
2016,Australia,5000m,female,Eloise Wellings (Aus),15:01.6
2016,Australia,5000m,female,Madeline Hills (Aus),15:04.1
2016,Australia,5000m,female,Genevieve LaCaze (Aus),15:06.7
2016,Australia,800m,male,Jeff Riseley (Aus),01:45.1
2016,Australia,800m,male,Luke Mathews (Aus),01:45.2
2016,Azerbaijan,5000m,male,Hayle Ibrahimov (Aze),13:13.9
2016,Bahrain,10000m,male,Abraham Cheroben (Bhr),27:31.9
2016,Bahrain,1500m,male,Benson Seurei (Bhr),03:35.3
2016,Bahrain,3000m Steeplechase,female,Ruth Jebet,08:52.8
2016,Bahrain,3000m Steeplechase,female,Tigest Getent (Brn),09:31.8
2016,Bahrain,3000m Steeplechase,female,Tigist Mekonen (Bhr),09:31.8
2016,Bahrain,3000m Steeplechase,male,John Koech (Bhr),08:09.6
2016,Bahrain,5000m,male,Albert Rop (Bhr),13:04.9
2016,Bahrain,5000m,male,Birhanu Yemataw (Bhr),13:09.3
2016,Bahrain,marathon,female,Eunice Jepkirui (Bhr),2:22:40
2016,Bahrain,marathon,female,Rose Chelimo (Bhr),2:24:14
2016,Bahrain,marathon,female,Eunice Chumba (Bhr),2:25:00
2016,Belarus,1500m,male,Pieter-Jan Hannes (Bel),03:35.4
2016,Belarus,800m,female,Maryna Arzamasova,01:58.4
2016,Belarus,800m,female,Renée Eykens,02:00.0
2016,Belarus,marathon,female,Volha Mazuronak (Blr),2:23:54
2016,Benin,800m,female,Noélie Yarigo,01:59.1
2016,Bosnia,800m,male,Amel Tuka (Bos),01:44.5
2016,Botswana,800m,male,Nijel Amos (Bot),01:44.7
2016,Burkina Faso,10000m,female,Diane Nukuri (Bur),31:28.7
2016,Burkina Faso,800m,female,Francine Niyonsaba,01:56.2
2016,Burkina Faso,800m,male,Antoine Gakeme (Bur),01:45.2
2016,Canada,1500m,female,Sheila Reid,04:04.0
2016,Canada,1500m,female,Nicole Sifuentes,04:04.0
2016,Canada,1500m,male,Charles Philibert-Thiboutot (Can),03:34.2
2016,Canada,3000m Steeplechase,female,Geneviève Lalonde (Can),09:30.2
2016,Canada,3000m Steeplechase,male,Matt Hughes (Can),08:20.6
2016,Canada,5000m,male,Mo Ahmed (Can),13:01.7
2016,Canada,800m,female,Melissa Bishop,01:57.0
2016,Canada,800m,male,Brandon McBride (Can),01:44.0
2016,China,3000m Steeplechase,female,Xinyan Zhang (Chn),09:28.5
2016,China,800m,female,Chunyu Wang,01:59.9
2016,Cuba,800m,female,Rose M. Almanza,01:58.5
2016,Cuba,800m,female,Sahily Diago,01:58.8
2016,Cuba,800m,female,Lisneidy Veitía,01:58.9
2016,Czech Republic,1500m,male,Jakub Holusa (CzR),03:33.4
2016,Djibouti,1500m,male,Ayanleh Souleiman (Dji),03:31.7
2016,Djibouti,1500m,male,Abdi Waiss Mouhyadin (Dji),03:34.5
2016,Djibouti,800m,male,Ayanleh Souleiman (Dji),01:43.5
2016,Egypt,800m,male,Mohamed Ahmed Hamada (Egy),01:45.3
2016,Eritrea,10000m,male,Zersenay Tadese (Eri),27:00.7
2016,Eritrea,10000m,male,Aron Kifle (Eri),27:26.2
2016,Eritrea,10000m,male,Hizkel Tewelde (Eri),27:30.5
2016,Eritrea,10000m,male,Nguse Tesfaldet (Eri),27:30.8
2016,Eritrea,5000m,male,Abrar Osman (Eri),13:04.1
2016,Eritrea,5000m,male,Aron Kifle (Eri),13:13.4
2016,Eritrea,marathon,male,Ghirmay Ghebreslassie (Eri),2:07:46
2016,Ethiopia,10000m,female,Almaz Ayana (Eth),29:17.4
2016,Ethiopia,10000m,female,Tirunesh Dibaba (Eth),29:42.6
2016,Ethiopia,10000m,female,Gelete Burka (Eth),30:26.7
2016,Ethiopia,10000m,female,Netsanet Gudeta (Eth),30:36.8
2016,Ethiopia,10000m,female,Genet Ayalew (Eth),30:37.4
2016,Ethiopia,10000m,female,Senbere Teferi (Eth),30:40.6
2016,Ethiopia,10000m,female,Belaynesh Oljira (Eth),30:50.3
2016,Ethiopia,10000m,female,Yeshaneh Ababel (Eth),30:54.1
2016,Ethiopia,10000m,female,Tadelech Bekele (Eth),30:54.6
2016,Ethiopia,10000m,female,Goytatom Gebreselassie (Eth),31:14.5
2016,Ethiopia,10000m,male,Yigrem Demelash (Eth),26:51.1
2016,Ethiopia,10000m,male,Tamirat Tola (Eth),26:57.3
2016,Ethiopia,10000m,male,Abadi Hadis (Eth),26:57.9
2016,Ethiopia,10000m,male,Ibrahim Jeilan (Eth),26:58.8
2016,Ethiopia,10000m,male,Guye Adola (Eth),27:09.8
2016,Ethiopia,10000m,male,Belay Tilahun (Eth),27:11.8
2016,Ethiopia,10000m,male,Leul Gebrselassie (Eth),27:19.7
2016,Ethiopia,10000m,male,Adugna Takele (Eth),27:20.6
2016,Ethiopia,10000m,male,Nuguse Hirsuato (Eth),27:24.8
2016,Ethiopia,10000m,male,Mamiyo Nguse (Eth),27:24.8
2016,Ethiopia,10000m,male,Tebalu Zawude (Eth),27:25.1
2016,Ethiopia,10000m,male,Birhan Nebebew (Eth),27:27.3
2016,Ethiopia,10000m,male,Imane Merga (Eth),27:27.3
2016,Ethiopia,1500m,female,Genzebe Dibaba,03:56.5
2016,Ethiopia,1500m,female,Dawit Seyaum,03:58.1
2016,Ethiopia,1500m,female,Besu Sado,03:59.5
2016,Ethiopia,1500m,female,Gudaf Tsegay,04:00.2
2016,Ethiopia,1500m,female,Axumawit Embaye,04:03.0
2016,Ethiopia,1500m,female,Feyisa Adanech,04:05.2
2016,Ethiopia,1500m,male,Dawit Wolde (Eth),03:34.0
2016,Ethiopia,1500m,male,Aman Wote (Eth),03:34.6
2016,Ethiopia,1500m,male,Mekonnen Gebremedhin (Eth),03:35.5
2016,Ethiopia,3000m Steeplechase,female,Sofia Assefa,09:13.1
2016,Ethiopia,3000m Steeplechase,female,Etenesh Diro,09:16.9
2016,Ethiopia,3000m Steeplechase,male,Tesfaye Girma (Eth),08:16.1
2016,Ethiopia,3000m Steeplechase,male,Tafese Soboka (Eth),08:17.8
2016,Ethiopia,3000m Steeplechase,male,Chala Beyo (Eth),08:17.8
2016,Ethiopia,3000m Steeplechase,male,Hailemariyam Amare (Eth),08:21.1
2016,Ethiopia,3000m Steeplechase,male,Birhan Getahun (Eth),08:21.3
2016,Ethiopia,3000m Steeplechase,male,Tolosa Nurgi (Eth),08:21.3
2016,Ethiopia,5000m,female,Almaz Ayana (Eth),14:12.6
2016,Ethiopia,5000m,female,Senbere Teferi (Eth),14:29.8
2016,Ethiopia,5000m,female,Etenesh Diro (Eth),14:33.3
2016,Ethiopia,5000m,female,Yeshaneh Ababel (Eth),14:41.6
2016,Ethiopia,5000m,female,Tirunesh Dibaba (Eth),14:41.7
2016,Ethiopia,5000m,female,Belaynesh Oljira (Eth),14:42.6
2016,Ethiopia,5000m,female,Dera Dida (Eth),14:42.8
2016,Ethiopia,5000m,female,Alemitu Haroye (Eth),14:43.6
2016,Ethiopia,5000m,female,Letesenbet Gidey (Eth),14:45.6
2016,Ethiopia,5000m,female,Genet Ayalew (Eth),14:51.0
2016,Ethiopia,5000m,female,Gelete Burka (Eth),14:59.8
2016,Ethiopia,5000m,female,Goytatom Gebreselassie (Eth),15:00.2
2016,Ethiopia,5000m,female,Sintayehu Lewetegn (Eth),15:06.5
2016,Ethiopia,5000m,male,Muktar Edris (Eth),12:59.4
2016,Ethiopia,5000m,male,Dejen Gebremeskel (Eth),12:59.9
2016,Ethiopia,5000m,male,Hagos Gebrhiwet (Eth),13:00.2
2016,Ethiopia,5000m,male,Abadi Hadis (Eth),13:02.5
2016,Ethiopia,5000m,male,Ibrahim Jeilan (Eth),13:03.2
2016,Ethiopia,5000m,male,Yomif Kejelcha (Eth),13:03.3
2016,Ethiopia,5000m,male,Yenew Alamirew (Eth),13:04.3
2016,Ethiopia,5000m,male,Getaneh Tamire (Eth),13:05.6
2016,Ethiopia,5000m,male,Yigrem Demelash (Eth),13:05.6
2016,Ethiopia,5000m,male,Imane Merga (Eth),13:06.2
2016,Ethiopia,5000m,male,Solomon Berihum (Eth),13:12.7
2016,Ethiopia,5000m,male,Leul Gebrselassie (Eth),13:13.9
2016,Ethiopia,800m,female,Habitam Alemu,01:59.0
2016,Ethiopia,800m,female,Gudaf Tsegay,01:59.8
2016,Ethiopia,800m,male,Mohamed Aman (Eth),01:44.7
2016,Ethiopia,marathon,female,Tirfe Tsegaye (Eth),2:19:41
2016,Ethiopia,marathon,female,Aberu Kebede (Eth),2:20:45
2016,Ethiopia,marathon,female,Amane Beriso (Eth),2:20:48
2016,Ethiopia,marathon,female,Amane Gobena (Eth),2:21:51
2016,Ethiopia,marathon,female,Meselech Melkamu (Eth),2:21:54
2016,Ethiopia,marathon,female,Tigist Tufa (Eth),2:23:03
2016,Ethiopia,marathon,female,Birhane Dibaba (Eth),2:23:16
2016,Ethiopia,marathon,female,Aselefech Mergia (Eth),2:23:57
2016,Ethiopia,marathon,female,Sutume Asefa (Eth),2:24:00
2016,Ethiopia,marathon,female,Workenesh Edesa (Eth),2:24:04
2016,Ethiopia,marathon,female,Mare Dibaba (Eth),2:24:09
2016,Ethiopia,marathon,female,Mulu Seboka (Eth),2:24:24
2016,Ethiopia,marathon,female,Abebech Afework (Eth),2:24:27
2016,Ethiopia,marathon,female,Melkaw Gizaw (Eth),2:24:28
2016,Ethiopia,marathon,female,Shuko Genemo (Eth),2:24:31
2016,Ethiopia,marathon,female,Marta Lema (Eth),2:24:32
2016,Ethiopia,marathon,female,Ruti Aga (Eth),2:24:41
2016,Ethiopia,marathon,female,Yebrgual Melese (Eth),2:24:49
2016,Ethiopia,marathon,male,Kenenisa Bekele (Eth),2:03:03
2016,Ethiopia,marathon,male,Tesfaye Abera (Eth),2:04:24
2016,Ethiopia,marathon,male,Lemi Berhanu (Eth),2:04:33
2016,Ethiopia,marathon,male,Tsegaye Mekonnen (Eth),2:04:46
2016,Ethiopia,marathon,male,Sisay Lemma (Eth),2:05:16
2016,Ethiopia,marathon,male,Mule Wasihun (Eth),2:05:44
2016,Ethiopia,marathon,male,Solomon Deksisa (Eth),2:06:22
2016,Ethiopia,marathon,male,Abayneh Ayele (Eth),2:06:45
2016,Ethiopia,marathon,male,Feyisa Lilesa (Eth),2:06:56
2016,Finland,3000m Steeplechase,female,Sandra Eriksson (Fin),09:31.9
2016,France,1500m,male,Florian Carvalho (Fra),03:35.3
2016,France,3000m Steeplechase,male,Mahiedine Mekhissi-Benabbad (Fra),08:08.2
2016,France,3000m Steeplechase,male,Yoann Kowal (Fra),08:16.2
2016,France,800m,female,Renelle Lamote,01:58.0
2016,France,800m,female,Justine Fedronic,01:59.9
2016,France,800m,male,Pierre-Ambroise Bosse (Fra),01:43.4
2016,France,800m,male,Samir Dahmani (Fra),01:44.1
2016,Germany,1500m,male,Homiyu Tesfaye (Ger),03:35.0
2016,Germany,3000m Steeplechase,female,Gesa-Felicitas Krause,09:18.4
2016,Greece,10000m,female,Alexi Pappas (Gre),31:36.2
2016,Holland,10000m,female,Susan Kuijken (Hol),31:32.4
2016,Holland,1500m,female,Sifan Hassan,03:57.1
2016,Holland,1500m,female,Maureen Koster,04:03.8
2016,Holland,5000m,female,Susan Kuijken (Hol),15:00.7
2016,Holland,800m,female,Sanne Verstegen,01:59.3
2016,Holland,800m,male,Thijmen Kupers (Hol),01:45.2
2016,Iceland,800m,female,Aníta Hinriksdóttir,02:00.1
2016,India,3000m Steeplechase,female,Lalita Babar,09:19.8
2016,India,3000m Steeplechase,female,Sudha Singh (Ind),09:26.6
2016,Ireland,10000m,female,Fionnuala McCormack (Ire),31:30.7
2016,Ireland,1500m,female,Ciara Mageean,04:01.5
2016,Italy,10000m,female,Veronica Inglese (Ita),31:37.4
2016,Italy,800m,female,Yusneysi Santiusti,02:00.0
2016,Jamaica,3000m Steeplechase,female,Aisha Praught (Jam),09:31.8
2016,Jamaica,800m,female,Natoya Goule,01:59.4
2016,Japan,10000m,female,Ayuko Suzuki (Jpn),31:18.2
2016,Japan,10000m,female,Hanami Sekine (Jpn),31:22.9
2016,Japan,10000m,female,Yuka Takashima (Jpn),31:35.8
2016,Japan,10000m,female,Miyuki Uehara (Jpn),31:38.8
2016,Japan,marathon,female,Kayoko Fukushi (Jpn),2:22:17
2016,Japan,marathon,female,Tomomi Tanaka (Jpn),2:23:19
2016,Japan,marathon,female,Rei Ohara (Jpn),2:23:20
2016,Japan,marathon,female,Mao Kiyota (Jpn),2:24:32
2016,Japan,marathon,female,Reina Iwade (Jpn),2:24:38
2016,Kenya,10000m,female,Vivian Cheruiyot (Ken),29:32.5
2016,Kenya,10000m,female,Alice Nawowuna (Ken),29:53.5
2016,Kenya,10000m,female,Betsy Saina (Ken),30:07.8
2016,Kenya,10000m,female,Irene Cheptai (Ken),31:15.4
2016,Kenya,10000m,female,Caroline Kipkirui (Ken),31:16.4
2016,Kenya,10000m,female,Jackline Chepngeno (Ken),31:27.7
2016,Kenya,10000m,female,Joyline Jepkosgei (Ken),31:28.3
2016,Kenya,10000m,male,William Sitonik (Ken),26:54.7
2016,Kenya,10000m,male,Stephen Sambu (Ken),26:58.3
2016,Kenya,10000m,male,Nicholas Kosimbei (Ken),27:02.6
2016,Kenya,10000m,male,Paul Tanui (Ken),27:05.6
2016,Kenya,10000m,male,Bedan Muchiri (Ken),27:07.3
2016,Kenya,10000m,male,Jonathan Ndiku (Ken),27:11.2
2016,Kenya,10000m,male,John Maina (Ken),27:22.0
2016,Kenya,10000m,male,Emmanuel Kipsang (Ken),27:23.0
2016,Kenya,10000m,male,James Wangari (Ken),27:23.0
2016,Kenya,10000m,male,Rodgers Chumo (Ken),27:25.2
2016,Kenya,10000m,male,Vincent Yator (Ken),27:25.9
2016,Kenya,10000m,male,James Rungaru (Ken),27:30.2
2016,Kenya,10000m,male,Hiram Ngatia (Ken),27:30.7
2016,Kenya,10000m,male,Leonard Barsoton (Ken),27:31.9
2016,Kenya,10000m,male,Geoffrey Kamworor (Ken),27:31.9
2016,Kenya,10000m,male,Ronald Kwemoi (Ken),27:33.9
2016,Kenya,1500m,female,Faith Kipyegon,03:56.4
2016,Kenya,1500m,female,Hellen Obiri,03:59.3
2016,Kenya,1500m,female,Winny Chebet,04:02.7
2016,Kenya,1500m,female,Mary Kuria,04:04.1
2016,Kenya,1500m,female,Nelly Jepkosgei,04:04.3
2016,Kenya,1500m,female,Nancy Chepkwemoi,04:05.2
2016,Kenya,1500m,female,Judy Kiyeng,04:05.4
